Localização,Latitude {N+/S-},Longitude {E+/W-},Zona Horaria {+/- GMT},Elevação {m},,,,,,,,,,,,,,
Salvador,-12.90,-38.33,-3,13,,,,,,,,,,,,,,

Mês,Dia,Hora,TBS {C},TBU {C},T. Pto Orvalho {C},Pressao Atmosferica {kPa},Umidade {kg/kg},U. R. {%},Densidade do ar {kg/m3},Entalpia {BTU/LB},Velocidade do Vento {m/s},Direção do Vento {graus},Cobertura Total de Nuvens {decimas},Rad Horizontal Extraterreste {Wh/m2},Rad Global Horizontal {Wh/m2},Rad Direta {Wh/m2},Rad Direta Normal {Wh/m2},Rad Difusa Horizontal {Wh/m2}
6,6,23,24.0,22.0,20.9,101.7,0.015749955,84,1.163061597,64.1,3,180,0,0,0,0,0,0
6,6,24,23.9,22.0,20.9,101.7,0.015791897,85,1.163376621,64.1,3,180,0,0,0,0,0,0
6,7,1,23.9,21.4,20.0,101.7,0.014929306,80,1.164952256,61.9,3,180,0,0,0,0,0,0
6,7,2,23.6,21.6,20.4,101.7,0.015340062,84,1.165378376,62.6,0,0,0,0,0,0,0,0
6,7,3,23.5,21.6,20.5,101.6,0.015398273,85,1.164518572,62.7,0,0,0,0,0,0,0,0
6,7,4,22.0,21.1,20.4,101.6,0.01531697,92,1.170586164,60.9,4,150,4,0,0,0,0,0
6,7,5,21.8,20.6,19.8,101.6,0.014704873,90,1.172506082,59.2,4,120,4,0,0,0,0,0
6,7,6,21.3,21.0,20.6,101.6,0.015470011,97,1.173087305,60.6,4,170,5,0,0,0,0,0
6,7,7,21.0,20.7,20.3,101.6,0.015177866,97,1.174822157,59.5,7,180,10,29,16,8,18,9
6,7,8,23.8,21.4,20.1,101.6,0.014987249,81,1.164092792,61.9,3,180,6,280,182,121,212,61
6,7,9,25.7,22.6,21.0,101.7,0.015920725,77,1.15613596,66.3,5,180,4,554,338,197,270,141
6,7,10,26.6,23.5,22.0,101.7,0.016909337,77,1.150881003,69.7,4,160,5,782,285,32,37,253
6,7,11,26.7,23.5,21.9,101.7,0.016867289,77,1.150572909,69.7,5,160,9,949,534,254,265,279
6,7,12,27.2,23.7,22.0,101.7,0.016967659,75,1.148477079,70.5,3,150,6,1044,677,449,449,228
6,7,13,27.4,23.7,22.0,101.6,0.01690221,74,1.146701763,70.5,4,160,4,1059,646,376,383,270
6,7,14,28.1,24.0,22.1,101.6,0.017078757,71,1.143721169,71.7,5,170,5,995,607,354,389,253
6,7,15,26.5,22.7,20.8,101.5,0.015769593,72,1.151054494,66.7,7,150,5,855,481,229,291,252
6,7,16,26.0,23.5,22.2,101.5,0.017198633,81,1.150400555,69.8,4,170,6,650,237,27,42,210
6,7,17,25.8,23.4,22.1,101.5,0.01712807,82,1.151297285,69.4,4,180,9,392,110,4,9,105
6,7,18,24.0,23.5,23.0,101.5,0.018041695,96,1.156617867,69.9,6,150,10,104,29,1,3,28
6,7,19,22.6,22.0,21.4,101.5,0.016371249,95,1.16513402,64.2,0,0,10,0,0,0,0,0
6,7,20,22.6,22.0,21.4,101.5,0.016371249,95,1.16513402,64.2,3,180,8,0,0,0,0,0
6,7,21,23.0,22.0,21.3,101.6,0.016186402,92,1.165044044,64.2,4,150,10,0,0,0,0,0
6,7,22,24.5,22.5,21.4,101.6,0.01629283,84,1.158979544,66.0,5,150,9,0,0,0,0,0
6,7,23,24.1,22.5,21.5,101.6,0.016460876,87,1.160233673,66.0,5,150,9,0,0,0,0,0
6,7,24,24.4,22.5,21.4,101.6,0.016334832,85,1.159292762,66.0,6,140,8,0,0,0,0,0
6,8,1,22.9,22.4,21.9,101.6,0.016816911,96,1.164287235,65.7,3,160,9,0,0,0,0,0
6,8,2,23.0,22.0,21.3,101.5,0.016203188,92,1.163866733,64.2,7,140,8,0,0,0,0,0
6,8,3,23.9,22.8,22.0,101.5,0.017011953,91,1.1588718,67.2,7,140,6,0,0,0,0,0
6,8,4,24.5,22.6,21.5,101.4,0.016476769,85,1.156364838,66.4,7,130,8,0,0,0,0,0
6,8,5,23.8,22.3,21.4,101.4,0.01632479,88,1.159366718,65.3,10,110,10,0,0,0,0,0
6,8,6,24.4,22.0,20.7,101.4,0.015632558,81,1.158285061,64.2,7,150,5,0,0,0,0,0
6,8,7,23.5,21.5,20.3,101.5,0.015271486,84,1.163603861,62.3,7,140,10,28,8,0,1,8
6,8,8,23.5,21.9,20.9,101.5,0.015847676,87,1.162552685,63.8,6,140,10,279,78,3,5,75
6,8,9,23.0,22.1,21.4,101.6,0.016332576,93,1.164777243,64.5,8,180,10,552,155,6,8,149
6,8,10,24.0,23.0,22.3,101.6,0.017254936,92,1.159182368,67.9,6,180,10,780,218,9,10,210
6,8,11,24.3,23.1,22.3,101.7,0.017262914,90,1.159138558,68.2,8,170,10,947,265,10,11,255
6,8,12,23.5,23.0,22.5,101.7,0.017447751,96,1.161928521,67.9,6,130,10,1042,292,11,11,280
6,8,13,23.4,21.9,21.0,101.6,0.01587296,88,1.164044324,63.8,0,0,10,1058,296,12,12,285
6,8,14,26.0,23.2,21.8,101.5,0.016736456,79,1.151233005,68.6,3,170,10,994,278,11,12,267
6,8,15,26.5,23.4,21.9,101.4,0.016851998,77,1.147972046,69.5,4,140,10,855,239,9,12,230
6,8,16,26.2,23.5,22.1,101.4,0.017132956,80,1.148617338,69.9,4,160,10,649,396,231,364,165
6,8,17,26.3,23.4,22.0,101.3,0.016954505,79,1.147421768,69.5,4,150,5,392,266,191,397,75
6,8,18,25.1,22.5,21.1,101.3,0.016092993,80,1.153593871,66.1,4,160,3,105,59,28,72,31
6,8,19,24.7,22.5,21.3,101.4,0.016243517,83,1.156010706,66.0,2,150,6,0,0,0,0,0
6,8,20,24.4,22.4,21.3,101.4,0.016220866,84,1.157217307,65.7,2,140,4,0,0,0,0,0
6,8,21,24.5,22.5,21.4,101.4,0.016327507,84,1.156635248,66.1,3,150,4,0,0,0,0,0
6,8,22,23.9,21.9,20.7,101.5,0.015679909,84,1.161292679,63.8,2,140,1,0,0,0,0,0
6,8,23,22.3,21.8,21.3,101.5,0.016206393,96,1.166618385,63.5,8,120,10,0,0,0,0,0
6,8,24,22.1,21.7,21.2,101.5,0.016145827,97,1.167519447,63.1,6,130,10,0,0,0,0,0
6,9,1,22.4,21.7,21.1,101.4,0.016036343,94,1.165385202,63.2,0,0,10,0,0,0,0,0
6,9,2,22.2,21.8,21.3,101.4,0.016265019,97,1.165756521,63.5,5,120,10,0,0,0,0,0
6,9,3,23.4,21.7,20.7,101.4,0.015616776,86,1.162219695,63.1,5,140,10,0,0,0,0,0
6,9,4,23.2,21.7,20.8,101.4,0.01570064,88,1.162851097,63.1,3,130,10,0,0,0,0,0
6,9,5,22.8,21.8,21.1,101.3,0.016029663,92,1.162674522,63.5,2,90,9,0,0,0,0,0
6,9,6,22.4,21.8,21.2,101.3,0.01619764,95,1.163941644,63.6,0,0,10,0,0,0,0,0
6,9,7,21.4,20.9,20.4,101.4,0.01531957,96,1.170656883,60.3,0,0,6,28,16,7,17,8
6,9,8,24.3,22.4,21.3,101.5,0.016245612,85,1.158703047,65.6,0,0,6,277,122,27,48,95
6,9,9,23.8,22.4,21.5,101.5,0.016455661,89,1.160272184,65.7,0,0,8,550,154,6,8,148
6,9,10,22.5,21.9,21.3,101.7,0.016234191,95,1.168075517,63.8,0,0,10,778,218,9,10,209
6,9,11,23.0,21.8,21.0,101.7,0.015879367,90,1.166752101,63.4,0,0,10,945,265,10,11,254
6,9,12,23.5,23.0,22.5,101.7,0.017447751,96,1.161928521,67.9,1,180,10,1040,291,11,11,280
6,9,13,26.0,23.0,21.5,101.6,0.016413752,78,1.15294975,67.8,6,170,10,1057,296,12,12,284
6,9,14,26.1,22.6,20.9,101.5,0.015787799,74,1.152560177,66.3,4,160,10,993,278,11,12,267
6,9,15,27.0,22.5,20.3,101.5,0.015262077,68,1.150052248,65.9,3,180,10,854,311,35,44,276
6,9,16,27.1,23.0,21.0,101.4,0.015987905,71,1.147229801,67.9,3,180,9,649,285,64,101,221
6,9,17,26.6,22.6,20.6,101.4,0.01559572,71,1.149850318,66.4,4,170,8,392,239,139,289,100
6,9,18,25.1,21.9,20.2,101.4,0.015193887,76,1.156362118,63.8,3,150,5,105,59,28,72,31
6,9,19,23.6,21.6,20.4,101.5,0.015372725,84,1.163026974,62.7,2,150,6,0,0,0,0,0
6,9,20,24.0,21.5,20.1,101.5,0.015062148,80,1.162027656,62.3,2,150,3,0,0,0,0,0
6,9,21,24.2,21.5,20.0,101.5,0.014978456,79,1.161398649,62.3,2,150,3,0,0,0,0,0
6,9,22,24.2,21.7,20.3,101.6,0.015248639,81,1.16204996,63.0,3,190,0,0,0,0,0,0
6,9,23,24.4,21.0,19.2,101.6,0.01417315,74,1.163232175,60.5,5,180,0,0,0,0,0,0
6,9,24,24.4,21.0,19.2,101.6,0.01417315,74,1.163232175,60.5,3,170,0,0,0,0,0,0
6,10,1,24.1,21.1,19.5,101.6,0.014438345,77,1.163920953,60.8,4,180,3,0,0,0,0,0
6,10,2,24.0,21.4,20.0,101.5,0.014919702,80,1.162287555,62.0,4,140,5,0,0,0,0,0
6,10,3,23.8,21.4,20.1,101.5,0.015003383,81,1.162917575,62.0,3,180,1,0,0,0,0,0
6,10,4,23.5,21.0,19.6,101.4,0.014580525,80,1.163719278,60.6,5,180,0,0,0,0,0,0
6,10,5,23.1,21.2,20.1,101.4,0.015029012,85,1.164470105,61.3,3,170,0,0,0,0,0,0
6,10,6,23.2,21.3,20.2,101.4,0.015128656,85,1.163895103,61.7,3,170,5,0,0,0,0,0
6,10,7,24.0,21.2,19.7,101.4,0.014652557,78,1.161629694,61.3,3,170,5,27,12,3,6,9
6,10,8,24.2,21.3,19.7,101.5,0.014694232,78,1.16191713,61.6,3,160,8,275,100,11,20,89
6,10,9,25.3,21.8,20.0,101.5,0.014948862,74,1.157171837,63.4,4,180,9,549,241,54,74,187
6,10,10,26.5,21.8,19.5,101.6,0.014430874,67,1.154612264,63.3,3,160,8,776,283,32,37,251
6,10,11,26.6,22.5,20.5,101.6,0.015412216,71,1.152449968,65.9,3,180,9,944,415,93,97,322
6,10,12,27.7,23.4,21.4,101.5,0.016329576,70,1.145457483,69.4,4,180,8,1039,379,42,43,336
6,10,13,27.0,23.0,21.1,101.4,0.01602984,71,1.147536588,67.9,3,180,9,1055,295,12,12,284
6,10,14,25.6,24.0,23.1,101.4,0.018170197,88,1.149059297,71.9,2,130,10,992,278,11,12,267
6,10,15,25.8,22.5,20.8,101.3,0.015799385,76,1.151422533,66.1,4,180,10,853,239,9,12,230
6,10,16,25.8,22.1,20.2,101.3,0.015209137,73,1.152489153,64.5,3,180,10,649,182,7,11,175
6,10,17,24.3,21.1,19.4,101.3,0.014402351,75,1.159769485,61.0,3,170,10,392,110,4,9,106
6,10,18,25.0,22.0,20.4,101.3,0.015397993,77,1.155239119,64.2,3,160,10,105,30,1,3,28
6,10,19,23.5,21.5,20.3,101.3,0.015304071,84,1.161251666,62.4,3,160,10,0,0,0,0,0
6,10,20,24.1,21.5,20.1,101.4,0.015036568,80,1.160538862,62.4,3,160,9,0,0,0,0,0
6,10,21,24.6,22.0,20.6,101.4,0.015548735,80,1.157659228,64.2,3,180,9,0,0,0,0,0
6,10,22,24.5,21.9,20.5,101.5,0.015428444,80,1.159408985,63.8,3,160,9,0,0,0,0,0
6,10,23,24.5,21.5,19.9,101.5,0.014852964,77,1.160456716,62.3,3,160,9,0,0,0,0,0
6,10,24,24.4,21.8,20.4,101.5,0.015325538,80,1.159985913,63.4,4,150,10,0,0,0,0,0
6,11,1,24.0,21.7,20.4,101.5,0.015348849,82,1.16150491,63.1,3,150,8,0,0,0,0,0
6,11,2,24.2,22.0,20.8,101.4,0.015716405,83,1.15891173,64.2,2,160,10,0,0,0,0,0
6,11,3,24.2,22.0,20.8,101.3,0.015733244,83,1.157738247,64.2,2,160,10,0,0,0,0,0
6,11,4,24.0,21.8,20.6,101.3,0.015526326,83,1.158893508,63.5,3,150,10,0,0,0,0,0
6,11,5,23.0,22.0,21.3,101.3,0.016236863,92,1.16151211,64.3,3,200,10,0,0,0,0,0
6,11,6,22.2,21.4,20.7,101.3,0.015706126,93,1.165627586,62.1,0,0,10,0,0,0,0,0
6,11,7,22.4,20.8,19.8,101.4,0.014761514,87,1.167718479,59.9,4,180,10,27,7,0,1,7
6,11,8,23.3,21.1,19.8,101.4,0.014804426,82,1.16409492,60.9,4,180,10,274,77,3,5,74
6,11,9,23.6,21.4,20.1,101.5,0.015087089,83,1.163548439,62.0,3,180,10,547,153,6,8,147
6,11,10,24.0,21.6,20.3,101.5,0.015205196,81,1.161766775,62.7,6,140,10,775,217,9,10,208
6,11,11,26.5,21.9,19.6,101.5,0.014591829,67,1.153184177,63.7,2,120,10,942,264,10,11,253
6,11,12,27.0,22.0,19.5,101.5,0.014528011,65,1.151378594,64.0,2,180,10,1037,290,11,11,279
6,11,13,27.0,22.1,19.7,101.4,0.01469046,66,1.149950737,64.5,2,210,10,1054,295,12,12,284
6,11,14,26.6,23.0,21.2,101.3,0.016215578,74,1.147600614,67.9,3,120,10,991,278,11,12,267
6,11,15,26.0,22.5,20.8,101.3,0.015715553,74,1.150804007,66.0,0,0,10,853,239,9,12,229
6,11,16,24.6,22.5,21.3,101.3,0.016302899,84,1.155151042,66.1,0,0,10,649,182,7,11,175
6,11,17,24.0,22.4,21.4,101.3,0.016406158,87,1.157296275,65.7,2,240,10,392,110,4,9,106
6,11,18,23.9,22.4,21.5,101.3,0.016448177,88,1.157609676,65.7,0,0,10,106,30,1,3,28
6,11,19,23.1,22.1,21.4,101.3,0.016341346,92,1.160929978,64.7,0,0,10,0,0,0,0,0
6,11,20,22.5,21.3,20.5,101.3,0.015437988,90,1.164934656,61.7,0,0,6,0,0,0,0,0
6,11,21,22.5,21.1,20.2,101.4,0.015139233,88,1.166631447,61.0,0,0,8,0,0,0,0,0
6,11,22,22.1,21.1,20.4,101.4,0.015306784,92,1.167904836,61.0,0,0,4,0,0,0,0,0
6,11,23,22.0,21.2,20.5,101.4,0.015489801,93,1.167965111,61.4,0,0,5,0,0,0,0,0
6,11,24,22.0,21.2,20.5,101.4,0.015489801,93,1.167965111,61.4,0,0,5,0,0,0,0,0
6,12,1,22.0,21.6,21.1,101.4,0.016060227,97,1.166920896,62.8,0,0,10,0,0,0,0,0
6,12,2,21.8,21.5,21.1,101.4,0.016000685,97,1.167821148,62.4,0,0,10,0,0,0,0,0
6,12,3,22.0,21.6,21.1,101.3,0.016076661,97,1.165740061,62.8,0,0,10,0,0,0,0,0
6,12,4,22.1,21.9,21.5,101.3,0.016469116,98,1.164628877,63.9,0,0,10,0,0,0,0,0
6,12,5,21.5,21.4,21.0,101.3,0.015999913,99,1.167858716,62.1,0,0,10,0,0,0,0,0
6,12,6,21.4,21.0,20.5,101.3,0.015475419,97,1.169216456,60.7,0,0,10,0,0,0,0,0
6,12,7,22.3,22.1,21.7,101.3,0.01667768,98,1.163460422,64.7,0,0,9,26,11,3,6,9
6,12,8,23.9,22.3,21.3,101.4,0.016282785,87,1.159052701,65.3,0,0,8,272,120,27,47,93
6,12,9,25.8,23.8,22.7,101.4,0.017769974,85,1.149008944,71.1,0,0,8,545,333,194,265,139
6,12,10,27.8,23.3,21.2,101.5,0.016133887,69,1.145428034,69.0,0,0,5,773,472,275,317,197
6,12,11,28.5,24.0,22.0,101.5,0.016929622,69,1.141346689,71.7,2,210,5,941,637,458,478,179
6,12,12,28.7,23.8,21.6,101.5,0.016531097,67,1.141302366,70.9,2,200,3,1036,672,446,446,226
6,12,13,28.0,23.6,21.6,101.4,0.016531655,69,1.142827186,70.2,3,150,4,1053,295,12,12,283
6,12,14,27.5,24.0,22.4,101.3,0.017388428,75,1.142066371,71.9,3,190,10,991,277,11,12,266
6,12,15,27.3,23.8,22.1,101.3,0.017157136,75,1.143240185,71.1,3,190,10,853,553,367,465,186
6,12,16,27.0,23.6,22.0,101.2,0.016989152,75,1.143553721,70.3,3,200,4,649,396,230,362,165
6,12,17,27.0,23.6,22.0,101.2,0.016989152,75,1.143553721,70.3,2,210,5,393,221,105,217,116
6,12,18,26.1,23.0,21.5,101.2,0.016443455,77,1.147973401,68.0,3,150,6,106,30,1,3,29
6,12,19,25.1,23.0,21.9,101.3,0.016845735,84,1.152234541,68.0,0,0,10,0,0,0,0,0
6,12,20,24.1,22.6,21.7,101.3,0.016662407,88,1.156442735,66.5,2,180,10,0,0,0,0,0
6,12,21,23.8,22.9,22.2,101.3,0.017240923,93,1.156563358,67.7,0,0,3,0,0,0,0,0
6,12,22,23.5,22.6,21.9,101.4,0.016897275,93,1.159499222,66.5,2,150,3,0,0,0,0,0
6,12,23,23.5,22.7,22.1,101.4,0.017047357,93,1.159226897,66.9,0,0,8,0,0,0,0,0
6,12,24,24.1,23.0,22.2,101.4,0.017248646,91,1.156522691,68.0,3,150,8,0,0,0,0,0
6,13,1,23.8,22.5,21.7,101.3,0.016639069,90,1.15765336,66.1,2,160,6,0,0,0,0,0
6,13,2,23.4,22.4,21.7,101.3,0.016658363,92,1.159179834,65.8,2,160,6,0,0,0,0,0
6,13,3,23.4,22.3,21.5,101.3,0.016510055,91,1.159449092,65.4,0,0,5,0,0,0,0,0
6,13,4,22.4,21.3,20.5,101.2,0.015496047,91,1.164072411,61.8,0,0,0,0,0,0,0,0
6,13,5,21.1,20.7,20.2,101.2,0.015197937,97,1.169762335,59.7,0,0,0,0,0,0,0,0
6,13,6,21.1,21.0,20.6,101.2,0.015617074,99,1.168993355,60.8,0,0,1,0,0,0,0,0
6,13,7,21.0,20.9,20.5,101.2,0.015518708,99,1.169571208,60.4,0,0,6,25,15,9,21,6
6,13,8,22.0,21.4,20.8,101.3,0.015790035,95,1.166263978,62.1,0,0,5,271,165,96,168,69
6,13,9,25.5,23.8,22.8,101.4,0.017896484,87,1.149935742,71.1,3,150,5,544,353,234,320,119
6,13,10,27.7,24.3,22.7,101.5,0.017743468,76,1.142925789,73.0,2,130,4,772,500,332,383,169
6,13,11,28.4,24.4,22.6,101.5,0.017609055,72,1.14051231,73.3,2,130,4,939,609,404,421,205
6,13,12,28.2,24.3,22.5,101.4,0.017552309,73,1.140246009,73.0,2,130,4,1035,455,102,102,353
6,13,13,28.1,24.3,22.6,101.4,0.017594418,73,1.140549414,73.0,4,150,8,1052,642,374,381,268
6,13,14,28.1,24.2,22.4,101.3,0.017453903,73,1.139675006,72.6,3,150,5,990,642,426,468,216
6,13,15,26.9,24.1,22.7,101.2,0.017819245,80,1.142450643,72.3,2,150,4,852,553,366,465,186
6,13,16,27.4,23.7,22.0,101.2,0.016977152,74,1.142053222,70.7,4,170,4,649,460,353,554,106
6,13,17,26.8,23.4,21.8,101.2,0.01676274,75,1.144721845,69.5,4,160,1,393,255,169,348,86
6,13,18,25.8,23.0,21.6,101.2,0.016569471,79,1.148898624,68.0,3,160,4,107,69,46,116,23
6,13,19,25.5,22.7,21.3,101.2,0.016241846,79,1.150643096,66.9,3,140,4,0,0,0,0,0
6,13,20,24.9,22.5,21.2,101.3,0.016176937,82,1.154216116,66.1,4,150,1,0,0,0,0,0
6,13,21,24.7,22.4,21.1,101.3,0.016112201,82,1.155108327,65.7,3,150,0,0,0,0,0,0
6,13,22,24.5,22.0,20.6,101.4,0.015590643,81,1.15797204,64.2,3,140,0,0,0,0,0,0
6,13,23,24.3,22.1,20.9,101.4,0.015820638,83,1.158332778,64.6,4,130,0,0,0,0,0,0
6,13,24,24.2,22.0,20.8,101.4,0.015716405,83,1.15891173,64.2,3,140,0,0,0,0,0,0
6,14,1,21.1,20.5,19.9,101.4,0.01489078,95,1.17263941,58.9,0,0,0,0,0,0,0,0
6,14,2,20.5,19.9,19.3,101.3,0.01434147,95,1.17488997,56.9,0,0,0,0,0,0,0,0
6,14,3,19.9,19.5,19.0,101.3,0.014059186,96,1.177817988,55.6,0,0,0,0,0,0,0,0
6,14,4,19.4,18.9,18.4,101.2,0.013497981,95,1.179707245,53.6,0,0,0,0,0,0,0,0
6,14,5,18.9,18.5,18.0,101.2,0.013193844,96,1.182292798,52.3,0,0,0,0,0,0,0,0
6,14,6,18.6,18.5,18.2,101.2,0.013318845,99,1.183275652,52.4,0,0,0,0,0,0,0,0
6,14,7,18.5,18.5,18.2,101.3,0.013347053,100,1.184798409,52.3,0,0,3,25,18,14,31,4
6,14,8,20.5,19.6,18.9,101.4,0.013926652,92,1.176816964,55.8,0,0,1,269,191,147,255,44
6,14,9,24.9,22.8,21.6,101.4,0.016609034,84,1.154573741,67.2,0,0,1,542,352,233,319,118
6,14,10,26.9,23.2,21.4,101.5,0.016358388,73,1.148459688,68.6,0,0,4,770,522,375,433,147
6,14,11,28.1,23.2,20.9,101.5,0.015855076,66,1.144787561,68.6,2,130,3,938,664,511,533,154
6,14,12,28.4,23.4,21.1,101.4,0.016054301,66,1.142165153,69.4,3,160,1,1034,732,563,564,169
6,14,13,28.4,23.4,21.1,101.3,0.016072682,66,1.141005885,69.4,3,180,1,1051,745,572,583,172
6,14,14,28.1,23.2,20.9,101.3,0.015891337,66,1.14246687,68.7,3,160,1,989,702,542,596,161
6,14,15,27.8,23.0,20.7,101.2,0.015730409,67,1.142765115,67.9,4,190,0,852,605,466,591,139
6,14,16,27.5,22.8,20.6,101.2,0.015553731,67,1.144222422,67.2,3,180,0,649,460,353,554,106
6,14,17,26.6,23.7,22.3,101.2,0.017313716,79,1.144498374,70.7,2,180,1,394,279,215,443,64
6,14,18,25.5,22.3,20.7,101.2,0.015645881,76,1.151718579,65.4,2,160,0,107,76,59,148,17
6,14,19,25.1,22.1,20.5,101.2,0.015519213,77,1.153492367,64.6,2,150,0,0,0,0,0,0
6,14,20,25.3,22.1,20.5,101.3,0.015418466,76,1.154040811,64.6,0,0,0,0,0,0,0,0
6,14,21,23.5,21.4,20.2,101.3,0.015161325,83,1.161511839,62.1,0,0,0,0,0,0,0,0
6,14,22,21.0,20.1,19.4,101.4,0.014387203,92,1.173966341,57.5,0,0,0,0,0,0,0,0
6,14,23,20.1,19.5,18.9,101.4,0.013961331,95,1.178357908,55.5,0,0,0,0,0,0,0,0
6,14,24,19.4,19.0,18.5,101.4,0.013599585,96,1.181849719,53.9,0,0,0,0,0,0,0,0
6,15,1,19.0,18.8,18.4,101.4,0.013508417,98,1.183637645,53.2,0,0,0,0,0,0,0,0
6,15,2,18.7,18.6,18.3,101.4,0.013377498,99,1.185098485,52.6,0,0,0,0,0,0,0,0
6,15,3,18.4,18.1,17.7,101.4,0.012871291,97,1.187263877,51.0,0,0,0,0,0,0,0,0
6,15,4,18.3,18.0,17.6,101.3,0.012801184,97,1.186631011,50.7,0,0,0,0,0,0,0,0
6,15,5,18.1,17.7,17.2,101.4,0.012500108,96,1.18918211,49.8,0,0,0,0,0,0,0,0
6,15,6,17.5,17.1,16.6,101.4,0.012019846,96,1.192539681,47.9,0,0,0,0,0,0,0,0
6,15,7,17.2,17.1,16.8,101.4,0.012144419,99,1.193537335,48.0,0,0,0,24,9,1,2,8
6,15,8,19.6,19.2,18.7,101.5,0.013762115,96,1.1819048,54.5,0,0,9,268,75,3,5,72
6,15,9,22.4,22.0,21.5,101.6,0.016438523,97,1.16694818,64.2,0,0,10,541,304,145,198,159
6,15,10,25.0,22.9,21.7,101.6,0.016682525,84,1.156329921,67.5,0,0,6,769,338,76,88,262
6,15,11,27.7,23.6,21.7,101.6,0.016620498,71,1.146063662,70.1,3,130,8,937,527,251,262,276
6,15,12,28.0,23.6,21.6,101.6,0.016494517,69,1.14514789,70.1,3,150,6,1033,670,444,445,226
6,15,13,27.5,23.1,21.0,101.5,0.015954154,69,1.14689403,68.2,3,160,4,1051,681,452,460,229
6,15,14,28.2,23.7,21.6,101.5,0.016584754,69,1.143099952,70.5,3,140,4,989,556,265,292,291
6,15,15,28.1,23.5,21.4,101.4,0.016334555,68,1.142800598,69.8,3,170,6,852,375,84,106,291
6,15,16,27.0,22.7,20.6,101.4,0.015577655,69,1.148350489,66.7,4,150,8,649,396,231,362,165
6,15,17,26.1,21.9,19.8,101.3,0.014792335,70,1.152087398,63.8,3,130,5,394,144,16,33,127
6,15,18,25.8,21.3,19.0,101.4,0.01404218,67,1.155743535,61.6,4,150,9,108,47,11,27,37
6,15,19,24.5,21.9,20.5,101.4,0.015445137,80,1.158236377,63.8,3,150,8,0,0,0,0,0
6,15,20,24.1,21.9,20.7,101.4,0.01561276,83,1.159490063,63.8,2,130,5,0,0,0,0,0
6,15,21,23.0,21.5,20.5,101.5,0.015480978,88,1.165185358,62.4,0,0,5,0,0,0,0,0
6,15,22,22.4,21.5,20.8,101.6,0.015716316,92,1.168269803,62.3,0,0,10,0,0,0,0,0
6,15,23,22.2,21.5,20.9,101.6,0.015800228,94,1.168907098,62.3,0,0,10,0,0,0,0,0
6,15,24,22.2,21.5,20.9,101.6,0.015800228,94,1.168907098,62.3,2,150,10,0,0,0,0,0
6,16,1,24.7,21.3,19.5,101.6,0.014469267,74,1.161519872,61.5,2,140,8,0,0,0,0,0
6,16,2,24.1,21.9,20.7,101.6,0.015579399,83,1.161837819,63.7,3,170,5,0,0,0,0,0
6,16,3,24.0,21.8,20.6,101.6,0.015476553,83,1.162416327,63.4,3,150,3,0,0,0,0,0
6,16,4,24.0,21.2,19.7,101.5,0.014636602,78,1.162804428,61.2,2,170,5,0,0,0,0,0
6,16,5,22.8,20.9,19.8,101.6,0.014702169,85,1.168549206,60.2,2,170,3,0,0,0,0,0
6,16,6,21.6,20.0,19.0,101.6,0.013972175,87,1.174653494,57.1,0,0,0,0,0,0,0,0
6,16,7,19.7,18.8,18.1,101.7,0.013175732,92,1.18492224,53.1,0,0,1,24,17,13,29,4
6,16,8,21.4,21.0,20.5,101.7,0.01541237,97,1.173949418,60.5,0,0,1,267,189,145,252,44
6,16,9,25.4,22.3,20.7,101.8,0.015585169,77,1.159045371,65.1,0,0,1,539,382,294,402,88
6,16,10,26.7,21.7,19.2,101.9,0.014154657,65,1.157751653,62.8,0,0,1,768,544,418,483,126
6,16,11,27.4,22.0,19.4,101.9,0.014294309,63,1.154801654,63.9,0,0,1,936,571,332,347,238
6,16,12,26.9,21.8,19.3,101.9,0.014214555,64,1.156871013,63.1,3,170,5,1032,629,367,367,263
6,16,13,27.0,22.0,19.5,101.9,0.014461266,65,1.156037273,63.9,0,0,5,1050,591,282,287,309
6,16,14,27.2,22.5,20.2,101.8,0.015126643,67,1.152928385,65.8,1,240,6,989,360,40,44,320
6,16,15,26.4,22.6,20.7,101.8,0.015609946,72,1.155131189,66.2,1,180,9,852,310,35,44,276
6,16,16,25.6,21.7,19.7,101.7,0.014646608,71,1.158837609,62.9,0,0,9,649,285,64,100,221
6,16,17,26.0,22.1,20.1,101.7,0.015057946,72,1.156540823,64.4,0,0,8,395,173,39,80,135
6,16,18,25.9,22.1,20.2,101.7,0.015099782,72,1.156851586,64.4,1,180,8,109,48,11,27,37
6,16,19,24.4,21.5,19.9,101.7,0.014862357,78,1.163116947,62.2,0,0,8,0,0,0,0,0
6,16,20,24.4,21.6,20.1,101.7,0.015005122,78,1.162856256,62.6,1,180,8,0,0,0,0,0
6,16,21,25.0,21.6,19.8,101.8,0.014737911,74,1.162144752,62.5,3,180,9,0,0,0,0,0
6,16,22,25.0,22.0,20.4,101.8,0.015314185,77,1.161093862,64.0,5,200,9,0,0,0,0,0
6,16,23,25.0,22.0,20.4,101.9,0.015297524,77,1.162264811,63.9,4,200,9,0,0,0,0,0
6,16,24,25.0,22.0,20.4,101.9,0.015297524,77,1.162264811,63.9,5,190,10,0,0,0,0,0
6,17,1,25.0,20.8,18.6,101.9,0.013598677,69,1.165371504,59.6,4,160,9,0,0,0,0,0
